task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch
prp,0,44,19,face_10,object_17,target,face,left,face_10,0.5,1.01199841956127,166,offset,1000
prp,0,44,20,face_10,object_17,irrelevant,false_font,center,false_font_16,1,0.952014745710545,0.166,onset,1000
prp,0,44,21,face_10,object_17,target,object,center,object_17,1,1.39579378773612,0,offset,1100
prp,0,44,22,face_10,object_17,irrelevant,letter,center,letter_02,0.5,1.24361861843602,0.166,onset,1100
prp,0,44,23,face_10,object_17,irrelevant,false_font,left,false_font_15,1,1.3701860676727,0,offset,1100
prp,0,44,24,face_10,object_17,non-target,object,left,object_02,1,0.770102637128021,0.166,offset,1100
prp,0,44,25,face_10,object_17,target,face,left,face_10,1,0.741498432676364,166,onset,1000
prp,0,44,26,face_10,object_17,irrelevant,false_font,left,false_font_16,1,1.61970453328569,0.466,onset,1000
prp,0,44,27,face_10,object_17,target,object,right,object_17,1,1.18147596506537,166,offset,1100
prp,0,44,28,face_10,object_17,irrelevant,false_font,center,false_font_16,0.5,0.974689053875448,0,offset,1100
prp,0,44,29,face_10,object_17,non-target,face,center,face_06,1.5,1.40384465331185,0.166,offset,1000
prp,0,44,30,face_10,object_17,non-target,face,center,face_09,1,0.968919776298697,0.266,onset,1000
prp,0,44,31,face_10,object_17,non-target,face,left,face_06,1.5,0.863487879003117,0.166,offset,1000
prp,0,44,32,face_10,object_17,non-target,object,left,object_18,1.5,1.61265637782789,0.166,onset,1000
prp,0,44,33,face_10,object_17,non-target,object,left,object_15,0.5,1.26202152765699,0.466,onset,1100
prp,0,44,34,face_10,object_17,irrelevant,false_font,center,false_font_04,1,1.47158502950996,0.266,onset,1100
prp,0,44,35,face_10,object_17,non-target,object,right,object_06,1,1.42750284361162,0.466,onset,1100
prp,0,44,36,face_10,object_17,non-target,object,right,object_03,1,0.911468514401479,0,onset,1100
prp,0,44,37,face_10,object_17,irrelevant,false_font,right,false_font_07,1.5,0.780390980294824,0.466,offset,1000
prp,0,45,1,face_17,object_09,non-target,object,right,object_11,1.5,1.4647029698811,0,onset,1000
prp,0,45,2,face_17,object_09,target,face,right,face_17,1,1.53686438586769,266,onset,1000
prp,0,45,3,face_17,object_09,irrelevant,false_font,center,false_font_11,1.5,1.94954446732799,0.466,offset,1100
prp,0,45,4,face_17,object_09,irrelevant,letter,center,letter_16,1,1.94227822932121,0.166,onset,1100
prp,0,45,5,face_17,object_09,non-target,object,center,object_01,0.5,0.942499108557071,0.166,offset,1100
prp,0,45,6,face_17,object_09,irrelevant,letter,center,letter_13,1,1.47755816083847,0.166,onset,1100
prp,0,45,7,face_17,object_09,irrelevant,false_font,left,false_font_16,0.5,1.09742701618359,0.166,onset,1100
prp,0,45,8,face_17,object_09,non-target,face,left,face_08,1,1.66542230930032,0,onset,1100
prp,0,45,9,face_17,object_09,irrelevant,false_font,center,false_font_08,1.5,0.960595099425959,0.266,offset,1100
prp,0,45,10,face_17,object_09,target,face,left,face_17,1.5,0.719243556159564,166,offset,1000
prp,0,45,11,face_17,object_09,non-target,object,right,object_10,0.5,0.852926453212193,0.466,offset,1100
prp,0,45,12,face_17,object_09,non-target,object,right,object_01,1.5,1.60170166337177,0.466,offset,1000
prp,0,45,13,face_17,object_09,irrelevant,letter,right,letter_02,0.5,1.49713000801148,0,offset,1000
prp,0,45,14,face_17,object_09,non-target,object,right,object_12,0.5,0.853429945614181,0,offset,1000
prp,0,45,15,face_17,object_09,irrelevant,false_font,left,false_font_02,1,1.62179886664372,0.466,offset,1000
prp,0,45,16,face_17,object_09,irrelevant,false_font,center,false_font_03,1.5,0.783044725681433,0.166,offset,1100
prp,0,45,17,face_17,object_09,non-target,face,right,face_11,0.5,1.88138420559047,0,onset,1100
prp,0,45,18,face_17,object_09,non-target,object,center,object_06,1,0.765760121179035,0.466,offset,1100
prp,0,45,19,face_17,object_09,non-target,object,right,object_18,0.5,1.40153933344892,0.166,offset,1000
prp,0,45,20,face_17,object_09,irrelevant,false_font,right,false_font_19,0.5,0.914891783909842,0.466,onset,1100
prp,0,45,21,face_17,object_09,non-target,face,center,face_02,1.5,0.759531259318165,0.466,onset,1100
prp,0,45,22,face_17,object_09,irrelevant,letter,center,letter_17,1,1.23377487216591,0.466,offset,1100
prp,0,45,23,face_17,object_09,irrelevant,false_font,center,false_font_03,1,0.757498442390104,0.466,onset,1100
prp,0,45,24,face_17,object_09,irrelevant,false_font,left,false_font_19,1.5,1.75720295717525,0.266,offset,1100
prp,0,45,25,face_17,object_09,irrelevant,false_font,center,false_font_14,1.5,1.68220698551754,0.266,onset,1100
prp,0,45,26,face_17,object_09,non-target,object,right,object_01,0.5,1.22023862523651,0.466,onset,1000
prp,0,45,27,face_17,object_09,irrelevant,letter,right,letter_09,1.5,0.835994430873913,0.466,onset,1100
prp,0,45,28,face_17,object_09,irrelevant,letter,center,letter_10,1,1.50918404295657,0.166,onset,1000
prp,0,45,29,face_17,object_09,non-target,face,center,face_07,1.5,1.91413329209312,0.466,onset,1000
prp,0,45,30,face_17,object_09,target,face,left,face_17,0.5,1.10158936906188,166,offset,1100
prp,0,45,31,face_17,object_09,non-target,face,right,face_16,0.5,0.906106304915974,0.466,onset,1100
prp,0,45,32,face_17,object_09,irrelevant,false_font,center,false_font_13,1,1.39566531244575,0,onset,1000
prp,0,45,33,face_17,object_09,non-target,face,left,face_07,1.5,1.85436642213336,0.166,offset,1100
prp,0,45,34,face_17,object_09,non-target,object,left,object_18,1,0.756418431209132,0.266,offset,1100
prp,0,45,35,face_17,object_09,non-target,object,center,object_20,1,1.4582551500993,0.166,onset,1000
prp,0,45,36,face_17,object_09,target,object,right,object_09,0.5,0.855301208408195,266,onset,1100
prp,0,46,1,face_19,object_17,target,object,center,object_17,0.5,1.19026730456476,266,onset,1000
prp,0,46,2,face_19,object_17,irrelevant,letter,right,letter_05,1,1.30337751254273,0.266,onset,1100
prp,0,46,3,face_19,object_17,irrelevant,letter,center,letter_17,0.5,1.36788778065663,0.466,onset,1100
prp,0,46,4,face_19,object_17,target,face,center,face_19,1,0.726948207495084,266,offset,1000
prp,0,46,5,face_19,object_17,non-target,face,left,face_10,1.5,1.2334338923196,0.466,offset,1100
prp,0,46,6,face_19,object_17,irrelevant,false_font,right,false_font_09,0.5,1.33353889792421,0,onset,1100
prp,0,46,7,face_19,object_17,non-target,face,left,face_01,1.5,1.68711937950717,0,offset,1000
prp,0,46,8,face_19,object_17,non-target,face,left,face_10,1,0.882055829557063,0.166,offset,1100
prp,0,46,9,face_19,object_17,irrelevant,false_font,left,false_font_10,0.5,0.875770991617245,0.266,onset,1000
prp,0,46,10,face_19,object_17,non-target,face,left,face_18,1,1.78472742040038,0.466,offset,1100
prp,0,46,11,face_19,object_17,non-target,object,center,object_07,1.5,1.90612679240657,0.166,offset,1000
prp,0,46,12,face_19,object_17,irrelevant,false_font,left,false_font_04,0.5,1.01060000227721,0.266,offset,1000
prp,0,46,13,face_19,object_17,irrelevant,false_font,right,false_font_15,1,0.926289257759495,0,offset,1000
prp,0,46,14,face_19,object_17,non-target,face,right,face_03,0.5,1.0145293419603,0.266,offset,1000
prp,0,46,15,face_19,object_17,non-target,face,center,face_15,1.5,1.2443946024126,0.466,offset,1100
prp,0,46,16,face_19,object_17,target,face,center,face_19,0.5,1.62806729960529,0,offset,1000
prp,0,46,17,face_19,object_17,irrelevant,letter,left,letter_15,0.5,1.51275554414114,0.166,onset,1100
prp,0,46,18,face_19,object_17,irrelevant,false_font,center,false_font_18,1,1.12650656213801,0.466,offset,1000
prp,0,46,19,face_19,object_17,non-target,object,right,object_07,1.5,1.21000422655882,0.166,onset,1000
prp,0,46,20,face_19,object_17,non-target,face,right,face_09,1.5,1.30809049445773,0,onset,1100
prp,0,46,21,face_19,object_17,non-target,object,left,object_05,1,0.77901421888786,0,offset,1100
prp,0,46,22,face_19,object_17,irrelevant,false_font,right,false_font_15,1.5,1.86966662521269,0.166,onset,1000
prp,0,46,23,face_19,object_17,irrelevant,letter,center,letter_07,1,1.03848965469798,0.466,onset,1100
prp,0,46,24,face_19,object_17,non-target,face,right,face_13,1,0.964028546954344,0.266,offset,1000
prp,0,46,25,face_19,object_17,non-target,face,right,face_11,1,1.49617129827786,0.466,onset,1100
prp,0,46,26,face_19,object_17,non-target,face,right,face_12,0.5,1.05515241430842,0.266,onset,1100
prp,0,46,27,face_19,object_17,irrelevant,letter,left,letter_06,1,1.49748651097547,0.466,offset,1100
prp,0,46,28,face_19,object_17,target,face,center,face_19,1.5,1.54745910996659,466,onset,1000
prp,0,46,29,face_19,object_17,irrelevant,letter,center,letter_19,1.5,0.71468768067829,0,onset,1100
prp,0,46,30,face_19,object_17,irrelevant,letter,right,letter_05,0.5,0.856595562144277,0,onset,1000
prp,0,46,31,face_19,object_17,irrelevant,false_font,left,false_font_10,1.5,1.97553733096861,0.266,offset,1100
prp,0,46,32,face_19,object_17,non-target,object,left,object_06,1.5,0.7599879632538,0.266,offset,1100
prp,0,46,33,face_19,object_17,non-target,face,center,face_14,1.5,0.873508074333348,0.166,offset,1000
prp,0,46,34,face_19,object_17,non-target,face,left,face_04,0.5,1.6085027330604,0.466,onset,1000
prp,0,46,35,face_19,object_17,irrelevant,false_font,center,false_font_05,1.5,1.0429791193796,0,offset,1100
prp,0,46,36,face_19,object_17,irrelevant,letter,center,letter_01,1.5,1.81158710793411,0.166,onset,1000
prp,0,47,1,letter_09,false_font_18,non-target,letter,right,letter_13,0.5,1.27392921103455,0.466,onset,1100
prp,0,47,2,letter_09,false_font_18,non-target,false_font,center,false_font_09,0.5,1.78584731284504,0,offset,1100
prp,0,47,3,letter_09,false_font_18,non-target,false_font,center,false_font_02,1.5,0.952285686296514,0.166,onset,1100
prp,0,47,4,letter_09,false_font_18,non-target,letter,center,letter_10,1,1.41912853258632,0.166,onset,1000
prp,0,47,5,letter_09,false_font_18,non-target,letter,center,letter_12,0.5,0.948799412323086,0.466,offset,1100
prp,0,47,6,letter_09,false_font_18,target,letter,right,letter_09,0.5,1.47981022942147,0,onset,1000
prp,0,47,7,letter_09,false_font_18,non-target,false_font,left,false_font_20,1.5,1.13350378906474,0.266,onset,1000
prp,0,47,8,letter_09,false_font_18,irrelevant,face,center,face_07,1,1.5826563734819,0.166,onset,1100
prp,0,47,9,letter_09,false_font_18,non-target,letter,right,letter_16,0.5,0.852842490361865,0.166,offset,1000
prp,0,47,10,letter_09,false_font_18,irrelevant,object,center,object_19,1,1.61597528622595,0,onset,1100
prp,0,47,11,letter_09,false_font_18,irrelevant,object,center,object_06,0.5,1.46334516079374,0.266,offset,1000
prp,0,47,12,letter_09,false_font_18,irrelevant,face,center,face_15,0.5,1.62986543325181,0.266,offset,1000
prp,0,47,13,letter_09,false_font_18,irrelevant,face,center,face_13,1.5,1.52149744850675,0,offset,1100
prp,0,47,14,letter_09,false_font_18,non-target,false_font,right,false_font_05,0.5,0.873706839329206,0,offset,1100
prp,0,47,15,letter_09,false_font_18,irrelevant,object,right,object_02,1.5,1.50010746910145,0.466,offset,1100
prp,0,47,16,letter_09,false_font_18,target,false_font,right,false_font_18,1.5,1.12105271219593,0,offset,1100
prp,0,47,17,letter_09,false_font_18,irrelevant,face,left,face_06,1.5,1.49006241574333,0,offset,1000
prp,0,47,18,letter_09,false_font_18,irrelevant,object,left,object_02,1.5,1.77969581692568,0.466,offset,1100
prp,0,47,19,letter_09,false_font_18,non-target,false_font,left,false_font_11,0.5,0.750310179211785,0.166,offset,1100
prp,0,47,20,letter_09,false_font_18,non-target,false_font,center,false_font_06,0.5,0.795894033296592,0.266,offset,1100
prp,0,47,21,letter_09,false_font_18,non-target,letter,center,letter_16,0.5,1.06878051044421,0.166,onset,1100
prp,0,47,22,letter_09,false_font_18,irrelevant,object,right,object_03,0.5,0.816039734234552,0.166,offset,1100
prp,0,47,23,letter_09,false_font_18,non-target,letter,center,letter_20,1.5,1.02083129927463,0,onset,1100
prp,0,47,24,letter_09,false_font_18,target,false_font,right,false_font_18,1.5,1.73876968009176,0,offset,1100
prp,0,47,25,letter_09,false_font_18,irrelevant,object,left,object_17,1.5,1.41039614934872,0,offset,1100
prp,0,47,26,letter_09,false_font_18,irrelevant,object,center,object_05,1.5,0.903323303990191,0.466,offset,1000
prp,0,47,27,letter_09,false_font_18,irrelevant,object,left,object_07,0.5,1.01277204781252,0,onset,1000
prp,0,47,28,letter_09,false_font_18,irrelevant,face,left,face_01,0.5,1.03191394239907,0.466,offset,1100
prp,0,47,29,letter_09,false_font_18,irrelevant,object,center,object_16,1,0.825832582070245,0.166,offset,1000
prp,0,47,30,letter_09,false_font_18,irrelevant,object,right,object_13,0.5,0.780317347674164,0.266,offset,1000
prp,0,47,31,letter_09,false_font_18,non-target,false_font,left,false_font_03,1.5,0.825167554003194,0.266,offset,1100
prp,0,47,32,letter_09,false_font_18,non-target,letter,left,letter_18,0.5,1.50531843279286,0.266,offset,1100
prp,0,47,33,letter_09,false_font_18,non-target,letter,right,letter_20,1.5,0.899604784843284,0,onset,1100
prp,0,47,34,letter_09,false_font_18,target,false_font,left,false_font_18,0.5,1.2255605574386,166,onset,1000
prp,0,47,35,letter_09,false_font_18,irrelevant,object,left,object_07,1,1.20776293457917,0,offset,1100
prp,0,47,36,letter_09,false_font_18,non-target,false_font,center,false_font_13,1,1.97319180484772,0.166,onset,1000
prp,0,48,1,letter_08,false_font_01,irrelevant,face,right,face_11,1,1.86701069659421,0,offset,1000
prp,0,48,2,letter_08,false_font_01,non-target,letter,center,letter_13,0.5,0.77761583261139,0.166,offset,1000
prp,0,48,3,letter_08,false_font_01,non-target,false_font,center,false_font_10,0.5,0.804280532471898,0,onset,1000
prp,0,48,4,letter_08,false_font_01,non-target,letter,center,letter_09,0.5,1.05502916541286,0,offset,1100
prp,0,48,5,letter_08,false_font_01,target,letter,left,letter_08,0.5,1.71633383193166,0,onset,1100
prp,0,48,6,letter_08,false_font_01,irrelevant,object,left,object_01,0.5,0.972978850592343,0,onset,1100
prp,0,48,7,letter_08,false_font_01,irrelevant,object,left,object_15,0.5,0.947247381132664,0.166,onset,1100
prp,0,48,8,letter_08,false_font_01,non-target,letter,right,letter_19,1,1.43462291237391,0.166,offset,1000
prp,0,48,9,letter_08,false_font_01,irrelevant,object,left,object_20,1.5,0.744872234946651,0.266,offset,1000
prp,0,48,10,letter_08,false_font_01,irrelevant,object,center,object_07,1,1.09015134316084,0.466,onset,1100
prp,0,48,11,letter_08,false_font_01,non-target,false_font,right,false_font_16,1,1.33418280053341,0.266,offset,1000
prp,0,48,12,letter_08,false_font_01,target,letter,center,letter_08,1.5,1.04780712411929,0,offset,1000
prp,0,48,13,letter_08,false_font_01,irrelevant,object,center,object_14,0.5,1.45627277740613,0.466,onset,1000
prp,0,48,14,letter_08,false_font_01,non-target,letter,left,letter_02,0.5,1.06267953068471,0.266,offset,1000
prp,0,48,15,letter_08,false_font_01,non-target,letter,right,letter_18,1,0.701472938257437,0.166,onset,1100
prp,0,48,16,letter_08,false_font_01,irrelevant,face,center,face_08,1.5,1.34640917606534,0.466,onset,1000
prp,0,48,17,letter_08,false_font_01,non-target,false_font,left,false_font_08,1.5,1.53395324846996,0.466,onset,1000
prp,0,48,18,letter_08,false_font_01,irrelevant,face,right,face_03,1,1.30512680650704,0.466,offset,1000
prp,0,48,19,letter_08,false_font_01,irrelevant,face,center,face_17,1.5,1.07203496512212,0,offset,1000
prp,0,48,20,letter_08,false_font_01,target,false_font,center,false_font_01,1.5,1.36630249990917,466,onset,1100
prp,0,48,21,letter_08,false_font_01,non-target,letter,right,letter_01,1,1.3662801799012,0.166,offset,1100
prp,0,48,22,letter_08,false_font_01,irrelevant,face,left,face_04,1.5,1.78218838072149,0.166,offset,1000
prp,0,48,23,letter_08,false_font_01,non-target,letter,center,letter_16,1.5,0.778594387679407,0,onset,1000
prp,0,48,24,letter_08,false_font_01,non-target,letter,center,letter_10,1.5,0.716549994731393,0.166,onset,1100
prp,0,48,25,letter_08,false_font_01,irrelevant,face,center,face_15,0.5,1.21155924352963,0.466,offset,1000
prp,0,48,26,letter_08,false_font_01,irrelevant,face,center,face_04,0.5,1.81981853547023,0.466,offset,1000
prp,0,48,27,letter_08,false_font_01,non-target,false_font,left,false_font_10,0.5,1.07267646934609,0.266,offset,1100
prp,0,48,28,letter_08,false_font_01,non-target,false_font,center,false_font_07,1.5,1.64030888136171,0.466,offset,1000
prp,0,48,29,letter_08,false_font_01,non-target,false_font,right,false_font_04,1.5,1.03493292143239,0.466,offset,1100
prp,0,48,30,letter_08,false_font_01,irrelevant,object,center,object_11,1.5,1.15458314745213,0.166,onset,1000
prp,0,48,31,letter_08,false_font_01,irrelevant,object,center,object_16,0.5,1.17425019731449,0.266,offset,1100
prp,0,48,32,letter_08,false_font_01,irrelevant,object,center,object_20,1,1.47679243105483,0.266,offset,1100
prp,0,48,33,letter_08,false_font_01,non-target,letter,left,letter_07,1.5,0.970812274103895,0,offset,1100
prp,0,48,34,letter_08,false_font_01,non-target,false_font,center,false_font_12,0.5,1.73937903568605,0.166,onset,1000
prp,0,48,35,letter_08,false_font_01,target,false_font,center,false_font_01,0.5,0.856328844293734,0,offset,1100
prp,0,48,36,letter_08,false_font_01,irrelevant,object,center,object_05,1.5,1.19865313078772,0.266,onset,1100
prp,0,49,1,letter_17,false_font_19,irrelevant,face,right,face_09,0.5,1.36105324904651,0.466,offset,1000
prp,0,49,2,letter_17,false_font_19,non-target,false_font,center,false_font_09,1,0.972200797230639,0.466,offset,1000
prp,0,49,3,letter_17,false_font_19,irrelevant,object,center,object_07,0.5,0.894934140707105,0.266,onset,1100
prp,0,49,4,letter_17,false_font_19,non-target,letter,left,letter_03,0.5,1.76807991076768,0.166,onset,1100
prp,0,49,5,letter_17,false_font_19,non-target,letter,left,letter_04,1.5,0.777584908932824,0.266,onset,1100
prp,0,49,6,letter_17,false_font_19,irrelevant,face,center,face_11,1.5,1.61789342347266,0.266,offset,1000
prp,0,49,7,letter_17,false_font_19,non-target,false_font,left,false_font_07,0.5,0.900004792216249,0.466,offset,1000
prp,0,49,8,letter_17,false_font_19,non-target,letter,left,letter_06,1,0.896428059232869,0,offset,1100
prp,0,49,9,letter_17,false_font_19,non-target,letter,left,letter_09,0.5,1.02884358357194,0,onset,1000
prp,0,49,10,letter_17,false_font_19,irrelevant,face,center,face_05,1.5,1.24475583512618,0.466,onset,1000
prp,0,49,11,letter_17,false_font_19,non-target,false_font,center,false_font_03,1,0.869661687065928,0.266,onset,1100
prp,0,49,12,letter_17,false_font_19,irrelevant,object,center,object_20,1,0.928872286517627,0.266,onset,1100
prp,0,49,13,letter_17,false_font_19,non-target,false_font,right,false_font_09,1,0.733946136637042,0.466,onset,1100
prp,0,49,14,letter_17,false_font_19,non-target,false_font,center,false_font_02,0.5,1.15202124165443,0.266,onset,1100
prp,0,49,15,letter_17,false_font_19,irrelevant,object,center,object_19,1.5,1.17856885358995,0.166,onset,1100
prp,0,49,16,letter_17,false_font_19,irrelevant,face,center,face_02,1.5,1.8339184005924,0.166,onset,1000
prp,0,49,17,letter_17,false_font_19,non-target,false_font,right,false_font_10,1.5,0.776627586660098,0.466,offset,1000
prp,0,49,18,letter_17,false_font_19,target,letter,right,letter_17,1,1.60337557148909,266,offset,1000
prp,0,49,19,letter_17,false_font_19,irrelevant,object,right,object_10,0.5,1.34545159703267,0.466,offset,1000
prp,0,49,20,letter_17,false_font_19,target,false_font,right,false_font_19,0.5,0.892785652069182,466,onset,1100
prp,0,49,21,letter_17,false_font_19,non-target,letter,center,letter_06,1,1.90278886795715,0.466,onset,1100
prp,0,49,22,letter_17,false_font_19,irrelevant,face,center,face_20,1,1.4331125215309,0.266,onset,1000
prp,0,49,23,letter_17,false_font_19,irrelevant,face,center,face_13,1.5,1.37893643128598,0.466,offset,1000
prp,0,49,24,letter_17,false_font_19,non-target,false_font,center,false_font_10,1.5,1.56728865576253,0.266,offset,1000
prp,0,49,25,letter_17,false_font_19,non-target,false_font,center,false_font_18,0.5,1.18598111335237,0.466,onset,1000
prp,0,49,26,letter_17,false_font_19,non-target,letter,right,letter_11,1,1.61137456166739,0,onset,1100
prp,0,49,27,letter_17,false_font_19,irrelevant,face,left,face_20,1.5,1.89876081382789,0.466,offset,1000
prp,0,49,28,letter_17,false_font_19,irrelevant,object,right,object_02,1.5,1.03946446211034,0.166,offset,1000
prp,0,49,29,letter_17,false_font_19,irrelevant,face,right,face_14,1,1.90556409286708,0,onset,1000
prp,0,49,30,letter_17,false_font_19,irrelevant,face,right,face_06,0.5,1.11440579668475,0,offset,1000
prp,0,49,31,letter_17,false_font_19,non-target,false_font,right,false_font_09,1.5,1.13823605477149,0.166,offset,1100
prp,0,49,32,letter_17,false_font_19,irrelevant,object,right,object_11,0.5,0.712899035597592,0.166,onset,1100
prp,0,49,33,letter_17,false_font_19,irrelevant,face,right,face_02,1,1.47746915366694,0.166,offset,1000
prp,0,49,34,letter_17,false_font_19,non-target,letter,right,letter_20,1.5,1.57846807380446,0,offset,1000
prp,0,50,1,letter_05,false_font_20,target,false_font,center,false_font_20,1.5,0.716240287056881,466,offset,1000
prp,0,50,2,letter_05,false_font_20,target,letter,center,letter_05,1,1.87522982006896,466,onset,1000
prp,0,50,3,letter_05,false_font_20,irrelevant,face,center,face_13,1,1.49369233121065,0.466,onset,1000
prp,0,50,4,letter_05,false_font_20,irrelevant,object,right,object_11,0.5,1.86474321632678,0,onset,1000
prp,0,50,5,letter_05,false_font_20,irrelevant,face,left,face_12,1.5,1.40370085710635,0.466,offset,1100
prp,0,50,6,letter_05,false_font_20,irrelevant,object,left,object_09,0.5,1.42426663743866,0.266,onset,1000
prp,0,50,7,letter_05,false_font_20,irrelevant,object,center,object_12,1.5,0.875883736211477,0.166,onset,1100
prp,0,50,8,letter_05,false_font_20,irrelevant,object,left,object_02,0.5,0.988779141448066,0.466,onset,1000
prp,0,50,9,letter_05,false_font_20,non-target,letter,center,letter_06,1.5,0.712957838364755,0.266,onset,1100
prp,0,50,10,letter_05,false_font_20,non-target,false_font,center,false_font_19,0.5,0.749102937414164,0.266,onset,1100
prp,0,50,11,letter_05,false_font_20,target,false_font,center,false_font_20,1.5,1.39140008871857,0,offset,1000
prp,0,50,12,letter_05,false_font_20,non-target,false_font,center,false_font_18,1,0.963015703036963,0.266,offset,1100
prp,0,50,13,letter_05,false_font_20,non-target,letter,left,letter_06,0.5,0.820023251554002,0.466,offset,1100
prp,0,50,14,letter_05,false_font_20,irrelevant,object,center,object_15,1,1.12522431337286,0.266,offset,1000
prp,0,50,15,letter_05,false_font_20,irrelevant,face,center,face_18,0.5,0.98615010965605,0.266,onset,1000
prp,0,50,16,letter_05,false_font_20,irrelevant,face,left,face_03,1,1.44978494918293,0.266,onset,1100
prp,0,50,17,letter_05,false_font_20,target,letter,center,letter_05,0.5,0.85573105675608,266,onset,1000
prp,0,50,18,letter_05,false_font_20,non-target,letter,left,letter_15,1,1.19008783975091,0.166,onset,1000
prp,0,50,19,letter_05,false_font_20,irrelevant,object,left,object_11,1.5,1.09645056841884,0,onset,1100
prp,0,50,20,letter_05,false_font_20,non-target,false_font,left,false_font_12,1.5,1.48149529376139,0.266,onset,1100
prp,0,50,21,letter_05,false_font_20,irrelevant,face,center,face_08,1,0.841182020138037,0.166,offset,1100
prp,0,50,22,letter_05,false_font_20,non-target,letter,right,letter_03,1,1.79604665051357,0.466,onset,1000
prp,0,50,23,letter_05,false_font_20,irrelevant,object,left,object_14,0.5,0.703082091739829,0.266,offset,1100
prp,0,50,24,letter_05,false_font_20,non-target,false_font,center,false_font_15,1,1.79773130264714,0.166,onset,1000
prp,0,50,25,letter_05,false_font_20,non-target,false_font,left,false_font_18,0.5,0.714531149418996,0,offset,1100
prp,0,50,26,letter_05,false_font_20,non-target,false_font,right,false_font_11,1.5,1.28915612932418,0.266,offset,1000
prp,0,50,27,letter_05,false_font_20,non-target,false_font,right,false_font_14,0.5,0.701869860583697,0.166,offset,1000
prp,0,50,28,letter_05,false_font_20,irrelevant,object,center,object_10,0.5,1.05526705318812,0.266,onset,1000
prp,0,50,29,letter_05,false_font_20,non-target,letter,right,letter_14,1.5,1.42420027547818,0.166,offset,1100
prp,0,50,30,letter_05,false_font_20,non-target,false_font,left,false_font_13,1,1.73351823169637,0.266,offset,1000
prp,0,50,31,letter_05,false_font_20,irrelevant,face,left,face_14,0.5,0.915733712908988,0.166,onset,1100
prp,0,50,32,letter_05,false_font_20,irrelevant,object,center,object_16,0.5,1.07569672918517,0.166,onset,1100
prp,0,50,33,letter_05,false_font_20,non-target,false_font,center,false_font_06,1.5,0.930057971686769,0,offset,1000
prp,0,50,34,letter_05,false_font_20,non-target,false_font,center,false_font_02,1,0.736486646445025,0.166,offset,1000
prp,0,50,35,letter_05,false_font_20,non-target,false_font,center,false_font_12,1,1.09684467721158,0,onset,1100
prp,0,50,36,letter_05,false_font_20,irrelevant,face,left,face_18,1.5,1.01384719436289,0.166,onset,1100
prp,0,51,1,face_03,object_18,irrelevant,false_font,right,false_font_12,0.5,0.913401427944361,0.166,onset,1100
prp,0,51,2,face_03,object_18,irrelevant,letter,center,letter_14,1.5,1.15234514012004,0.466,offset,1100
prp,0,51,3,face_03,object_18,non-target,object,center,object_15,1,0.780289419812504,0.266,onset,1000
prp,0,51,4,face_03,object_18,irrelevant,letter,center,letter_16,1,1.31813216291928,0.166,offset,1000
prp,0,51,5,face_03,object_18,irrelevant,false_font,left,false_font_01,1.5,1.91819683196294,0,onset,1000
prp,0,51,6,face_03,object_18,non-target,object,center,object_03,1.5,0.707429497747696,0,offset,1000
prp,0,51,7,face_03,object_18,non-target,face,center,face_08,1,1.48783054757681,0,onset,1100
prp,0,51,8,face_03,object_18,irrelevant,letter,right,letter_18,1.5,1.13701834885161,0.466,onset,1000
prp,0,51,9,face_03,object_18,irrelevant,false_font,right,false_font_14,0.5,1.33360599833036,0.266,onset,1100
prp,0,51,10,face_03,object_18,non-target,object,center,object_08,1,0.781463680787884,0.466,offset,1100
prp,0,51,11,face_03,object_18,non-target,object,center,object_09,0.5,1.23053205943339,0.166,onset,1000
prp,0,51,12,face_03,object_18,non-target,object,left,object_16,1,1.7902816547519,0,offset,1100
prp,0,51,13,face_03,object_18,irrelevant,letter,left,letter_15,1,0.823321866010956,0,onset,1000
prp,0,51,14,face_03,object_18,irrelevant,false_font,right,false_font_12,0.5,1.32143449495821,0.166,offset,1000
prp,0,51,15,face_03,object_18,non-target,object,center,object_16,1,1.12892234889533,0.266,offset,1100
prp,0,51,16,face_03,object_18,non-target,face,center,face_07,1,1.07829117055575,0.266,onset,1000
prp,0,51,17,face_03,object_18,non-target,face,center,face_16,0.5,0.901739499834812,0.466,onset,1100
prp,0,51,18,face_03,object_18,non-target,face,center,face_08,0.5,1.14406219503451,0,onset,1000
prp,0,51,19,face_03,object_18,non-target,face,left,face_02,1.5,0.855617869017248,0,onset,1100
prp,0,51,20,face_03,object_18,target,face,center,face_03,1.5,1.68093154003875,166,offset,1000
prp,0,51,21,face_03,object_18,non-target,object,center,object_03,1.5,1.38919197813024,0,onset,1100
prp,0,51,22,face_03,object_18,irrelevant,letter,center,letter_12,1.5,1.88263037029889,0.466,onset,1000
prp,0,51,23,face_03,object_18,irrelevant,false_font,left,false_font_04,1,0.70103145242861,0.266,offset,1000
prp,0,51,24,face_03,object_18,irrelevant,letter,right,letter_01,1.5,0.76660036327549,0,onset,1100
prp,0,51,25,face_03,object_18,non-target,face,center,face_11,0.5,1.75768072856414,0,onset,1100
prp,0,51,26,face_03,object_18,irrelevant,false_font,center,false_font_03,1.5,1.10947870652065,0,onset,1100
prp,0,51,27,face_03,object_18,non-target,object,center,object_17,1.5,0.745071122125625,0,offset,1100
